legacy_refn,category_hint,source_filename,source_size_bytes,kind,english,headword,target_storage_path_template
929,word,"to read ,v.jpg",21571,jpg,to read,leggere,words/{word_uuid}/flashcard.jpg
930,word,"to remember ,v.jpg",8419,jpg,"to remember, to remind",ricordare,words/{word_uuid}/flashcard.jpg
931,word,"to rent ,v.jpg",15877,jpg,to rent,affittare,words/{word_uuid}/flashcard.jpg
933,word,"to say ,to tell ,v.jpg",16663,jpg,"to say, to tell",dire,words/{word_uuid}/flashcard.jpg
934,word,"to see ,v.jpg",19708,jpg,to see,vedere,words/{word_uuid}/flashcard.jpg
935,word,"to send ,v.jpg",17624,jpg,to send,mandare,words/{word_uuid}/flashcard.jpg
936,word,"to shake ,v.jpg",23483,jpg,to shake,scuotere,words/{word_uuid}/flashcard.jpg
937,word,"to shave ,v.jpg",14345,jpg,to (have a) shave,farsi la barba,words/{word_uuid}/flashcard.jpg
938,word,"to shout ,v.jpg",16915,jpg,to shout,gridare,words/{word_uuid}/flashcard.jpg
939,word,"to shower ,v.jpg",25458,jpg,to shower (have a shower),fare la doccia,words/{word_uuid}/flashcard.jpg
940,word,"to sing ,v.jpg",27645,jpg,to sing,cantare,words/{word_uuid}/flashcard.jpg
941,word,"to sit down ,v.jpg",31005,jpg,to sit down,mettersi a sedere,words/{word_uuid}/flashcard.jpg
942,word,"to sleep ,v.jpg",16277,jpg,to sleep,dormire,words/{word_uuid}/flashcard.jpg
943,word,"to smell of ,v.jpg",62975,jpg,to smell (of),odorare (di),words/{word_uuid}/flashcard.jpg
944,word,"to smile ,v.jpg",26531,jpg,to smile,sorridere,words/{word_uuid}/flashcard.jpg
945,word,"to smoke ,v.jpg",25903,jpg,to smoke,fumare,words/{word_uuid}/flashcard.jpg
946,word,"to snow ,v.jpg",12975,jpg,to snow,nevicare,words/{word_uuid}/flashcard.jpg
947,word,"to speak ,v.jpg",16216,jpg,"to speak, to talk",parlare,words/{word_uuid}/flashcard.jpg
948,word,"to spend (money) ,v.jpg",11999,jpg,to spend (money),spendere,words/{word_uuid}/flashcard.jpg
949,word,"to spend (time) ,to happen ,v.jpg",28098,jpg,"to spend (time), to happen",passare,words/{word_uuid}/flashcard.jpg
950,word,"to stay (remain) ,v.jpg",25705,jpg,to stay (remain),rimanere,words/{word_uuid}/flashcard.jpg
952,word,"to stop ,v.jpg",17338,jpg,to stop,fermare,words/{word_uuid}/flashcard.jpg
953,word,"to swim ,v.jpg",25822,jpg,to swim,nuotare,words/{word_uuid}/flashcard.jpg
954,word,"to switch off or turn off ,to put out (fire) ,v.jpg",23301,jpg,"to switch off or turn off, to put out (fire)",spegnere,words/{word_uuid}/flashcard.jpg
955,word,"to switch the light on ,v.swf",4252,swf,to switch the light on,accendere,words/{word_uuid}/flashcard.png
959,word,"to think ,v.jpg",13162,jpg,to think,pensare,words/{word_uuid}/flashcard.jpg
960,word,"to throw (away) ,v.jpg",21632,jpg,to throw (away),gettare,words/{word_uuid}/flashcard.jpg
961,word,"to travel ,v.jpg",19736,jpg,to travel,viaggiare,words/{word_uuid}/flashcard.jpg
962,word,"to understand ,v.jpg",21223,jpg,to understand,capire,words/{word_uuid}/flashcard.jpg
963,word,"to use ,v.jpg",12574,jpg,to use,usare,words/{word_uuid}/flashcard.jpg
964,word,"to visit (a siteperson) ,v.swf",17703,swf,to visit (a site),visitare,words/{word_uuid}/flashcard.png
965,word,"to hope ,v.jpg",20936,jpg,to hope,sperare,words/{word_uuid}/flashcard.jpg
966,word,"to wait ,v.jpg",23020,jpg,to wait (for),aspettare,words/{word_uuid}/flashcard.jpg
967,word,"to wake (oneself) up ,v.jpg",24814,jpg,to wake (oneself) up,svegliarsi,words/{word_uuid}/flashcard.jpg
968,word,"to walk ,v.JPG",25608,jpg,to walk,camminare,words/{word_uuid}/flashcard.jpg
969,word,"to wash ,v.jpg",35162,jpg,to wash,lavare,words/{word_uuid}/flashcard.jpg
970,word,"to taste ,v.jpg",13043,jpg,to taste,assaggiare,words/{word_uuid}/flashcard.jpg
971,word,"to write ,v.jpg",16496,jpg,to write,scrivere,words/{word_uuid}/flashcard.jpg
972,word,"today ,adv.jpg",18795,jpg,today,oggi,words/{word_uuid}/flashcard.jpg
973,word,"toe ,il.jpg",7622,jpg,toe,il dito del piede,words/{word_uuid}/flashcard.jpg
974,word,"together ,adv.jpg",22299,jpg,together,insieme,words/{word_uuid}/flashcard.jpg
975,word,"toilet ,il.jpg",22625,jpg,toilet,il gabinetto,words/{word_uuid}/flashcard.jpg
976,word,"toilet paper ,la.jpg",13701,jpg,toilet paper,la carta igienica,words/{word_uuid}/flashcard.jpg
977,word,"(town) square ,la.jpg",48691,jpg,(town) square,la piazza,words/{word_uuid}/flashcard.jpg
978,word,"tomato ,il.jpg",30909,jpg,tomato,il pomodoro,words/{word_uuid}/flashcard.jpg
979,word,"tomorrow, morning ,adjadv.jpg",13683,jpg,"tomorrow, morning",domani,words/{word_uuid}/flashcard.jpg
980,word,"too much ,adj.jpg",12861,jpg,too much,troppo,words/{word_uuid}/flashcard.jpg
981,word,"tooth ,il.jpg",19055,jpg,tooth,il dente,words/{word_uuid}/flashcard.jpg
982,word,"toothbrush ,lo.jpg",5568,jpg,toothbrush,lo spazzolino da denti,words/{word_uuid}/flashcard.jpg
983,word,"towards ,prep.jpg",14468,jpg,towards,verso,words/{word_uuid}/flashcard.jpg
984,word,"towel ,bath towel ,l (m).jpg",16313,jpg,"towel, bath towel",l‘ asciugamano (m),words/{word_uuid}/flashcard.jpg
985,word,"traffic jam ,l (m).jpg",28815,jpg,traffic jam,l‘ ingorgo (m),words/{word_uuid}/flashcard.jpg
986,word,"train ,il.jpg",18383,jpg,train,il treno,words/{word_uuid}/flashcard.jpg
987,word,"traveller ,il.jpg",22151,jpg,traveller,il viaggiatore,words/{word_uuid}/flashcard.jpg
988,word,"tree ,l (m).jpg",21373,jpg,tree,l‘ albero (m),words/{word_uuid}/flashcard.jpg
989,word,"trousers ,npl.jpg",24275,jpg,trousers,i pantaloni,words/{word_uuid}/flashcard.jpg
990,word,"t-shirt ,la.jpg",13883,jpg,t-shirt,la maglietta,words/{word_uuid}/flashcard.jpg
991,word,"Tuesday ,m.swf",2528,swf,Tuesday,"martedì (m) 
<page break>il martedì",words/{word_uuid}/flashcard.png
992,word,"tuna (tunny fish) ,il.jpg",34086,jpg,tuna (tunny fish),il tonno,words/{word_uuid}/flashcard.jpg
993,word,"turkey ,il.jpg",41067,jpg,turkey,il tacchino,words/{word_uuid}/flashcard.jpg
994,word,"turquoise ,adj.swf",1327,swf,turquoise,turchese,words/{word_uuid}/flashcard.png
995,word,"TV ,la.jpg",20348,jpg,TV,la televisione,words/{word_uuid}/flashcard.jpg
996,word,"twelve ,num.swf",3726,swf,twelve,dodici,words/{word_uuid}/flashcard.png
997,word,"twenty ,num.swf",1831,swf,twenty,venti,words/{word_uuid}/flashcard.png
998,word,"two ,num.swf",1381,swf,two,due,words/{word_uuid}/flashcard.png
999,word,"two hundred ,num.swf",322,swf,two hundred,duecento,words/{word_uuid}/flashcard.png
1000,word,"umbrella ,l (m).jpg",25522,jpg,umbrella,l‘ ombrello (m),words/{word_uuid}/flashcard.jpg
1001,word,"uncle ,lo.jpg",22134,jpg,uncle,lo zio,words/{word_uuid}/flashcard.jpg
1002,word,"under ,adv.jpg",13154,jpg,under,sotto,words/{word_uuid}/flashcard.jpg
1003,word,"until ,prep.jpg",17141,jpg,until,fino a,words/{word_uuid}/flashcard.jpg
1005,word,"up ,adv.jpg",22909,jpg,up,su,words/{word_uuid}/flashcard.jpg
1007,word,"usually ,adv.jpg",26172,jpg,usually,di solito,words/{word_uuid}/flashcard.jpg
1008,word,"vegetable ,la.jpg",63943,jpg,vegetable,la verdura,words/{word_uuid}/flashcard.jpg
1011,word,"walk ,stroll ,la.jpg",28560,jpg,"walk, stroll",la passeggiata,words/{word_uuid}/flashcard.jpg
1012,word,"wall (exterior) ,il.jpg",52827,jpg,wall (exterior),il muro,words/{word_uuid}/flashcard.jpg
1013,word,"fireplace ,il.jpg",26235,jpg,fireplace,il caminetto,words/{word_uuid}/flashcard.jpg
1014,word,"wardrobe ,il.jpg",14332,jpg,wardrobe,il guardaroba,words/{word_uuid}/flashcard.jpg
1015,word,"spicy ,adj.jpg",37290,jpg,spicy,piccante,words/{word_uuid}/flashcard.jpg
1016,word,"washbasin ,il.jpg",22561,jpg,"washbasin, sink",il lavandino,words/{word_uuid}/flashcard.jpg
1017,word,"water ,l (f).jpg",11298,jpg,water,l‘ acqua (f),words/{word_uuid}/flashcard.jpg
1018,word,"coffetable ,il.jpg",11369,jpg,coffee table,il tavolino,words/{word_uuid}/flashcard.jpg
1019,word,"wave (sea) ,l (f).jpg",24060,jpg,"wave (sea, radio)",l‘ onda (f),words/{word_uuid}/flashcard.jpg
1020,word,"we ,prn.jpg",28209,jpg,"we, us",noi,words/{word_uuid}/flashcard.jpg
1021,word,"weak ,adj.jpg",8261,jpg,weak,debole,words/{word_uuid}/flashcard.jpg
1022,word,"weather ,il.jpg",10920,jpg,"time, weather",il tempo,words/{word_uuid}/flashcard.jpg
1023,word,"Wednesday ,m.swf",2532,swf,Wednesday,"mercoledì (m) 
<page break>il mercoledì",words/{word_uuid}/flashcard.png
1024,word,"week ,la.swf",4823,swf,week,la settimana,words/{word_uuid}/flashcard.png
1025,word,"weekend ,il.swf",1943,swf,weekend,il fine settimana,words/{word_uuid}/flashcard.png
1026,word,"well ,adv.jpg",37771,jpg,well,bene,words/{word_uuid}/flashcard.jpg
1028,word,"what a pity what a shame ,exc.jpg",14044,jpg,what a pity! what a shame!,che peccato!,words/{word_uuid}/flashcard.jpg
1029,word,"what ,q.jpg",15917,jpg,what?,che cosa?,words/{word_uuid}/flashcard.jpg
1030,word,"when ,q.jpg",25814,jpg,when?,quando?,words/{word_uuid}/flashcard.jpg
1031,word,"from where ,prep.jpg",5489,jpg,from where?,da dove?,words/{word_uuid}/flashcard.jpg
1032,word,"where ,q.jpg",20982,jpg,where,dove,words/{word_uuid}/flashcard.jpg
1033,word,"while ,conj.jpg",13282,jpg,while,mentre,words/{word_uuid}/flashcard.jpg
1034,word,"white ,adj.swf",785,swf,white,bianco,words/{word_uuid}/flashcard.png
1035,word,"who ,q.jpg",35326,jpg,who?,chi?,words/{word_uuid}/flashcard.jpg
1036,word,"why ,q.jpg",10151,jpg,why?,"perché? 
<page break>perchè",words/{word_uuid}/flashcard.jpg
1037,word,"wide ,adj.jpg",17844,jpg,wide,largo,words/{word_uuid}/flashcard.jpg
1038,word,"far from here ,adj.jpg",16953,jpg,far from here,lontano,words/{word_uuid}/flashcard.jpg
1039,word,"wife ,la.jpg",27186,jpg,wife,la moglie,words/{word_uuid}/flashcard.jpg
1040,word,"wind ,il.jpg",15650,jpg,wind,il vento,words/{word_uuid}/flashcard.jpg
1041,word,"window ,la.jpg",33371,jpg,window,la finestra,words/{word_uuid}/flashcard.jpg
1042,word,"wine ,il.jpg",29124,jpg,wine,il vino,words/{word_uuid}/flashcard.jpg
1043,word,"winter ,l (m).jpg",9472,jpg,winter,l‘ inverno (m),words/{word_uuid}/flashcard.jpg
1044,word,"with ,prep.jpg",22478,jpg,"with, by",con,words/{word_uuid}/flashcard.jpg
1045,word,"with me ,prn.jpg",23968,jpg,with me,con me,words/{word_uuid}/flashcard.jpg
1046,word,"without ,prep.jpg",11492,jpg,without,senza,words/{word_uuid}/flashcard.jpg
1047,word,"woman ,wife ,la.jpg",24350,jpg,woman,la donna,words/{word_uuid}/flashcard.jpg
1048,word,"woods ,forest ,il.jpg",49857,jpg,"woods, forest",il bosco,words/{word_uuid}/flashcard.jpg
1049,word,"word ,la.jpg",19354,jpg,word,la parola,words/{word_uuid}/flashcard.jpg
1050,word,"world ,il.jpg",34900,jpg,world,il mondo,words/{word_uuid}/flashcard.jpg
1052,word,"year ,l (m).jpg",9359,jpg,year,l‘ anno (m),words/{word_uuid}/flashcard.jpg
1053,word,"yellow ,adj.swf",951,swf,yellow,giallo,words/{word_uuid}/flashcard.png
1054,word,"yes ,adv.jpg",16024,jpg,yes,sì,words/{word_uuid}/flashcard.jpg
1055,word,"yesterday ,adv.swf",3515,swf,yesterday,ieri,words/{word_uuid}/flashcard.png
1056,word,"you (formal) ,prn.jpg",12397,jpg,"you (formal, singular)",Lei,words/{word_uuid}/flashcard.jpg
1060,word,"youth ,il.jpg",55872,jpg,"youth, young man",il giovanotto,words/{word_uuid}/flashcard.jpg
1061,word,"zero ,num.swf",1979,swf,zero,zero,words/{word_uuid}/flashcard.png
1062,word,"although ,conj.swf",3011,swf,although,sebbene,words/{word_uuid}/flashcard.png
1063,word,"spaghetti ,npl.jpg",22312,jpg,spaghetti,gli spaghetti,words/{word_uuid}/flashcard.jpg
1220,word,ZE10098.swf,20878,swf,Memory Trigger for the letters that take lo.,"Low Score for the Gnomes of Zurich ex Pin-up Skiers 
<page break>gnomes of zurich ex pin-up skiers 
<page break>gnomes of zurich ex pinup skiers 
<page break>gnomes of zurich ex pin up skiers 
<page break>low score for the gnomes of zurich ex pin-up skier",words/{word_uuid}/flashcard.png
1221,word,ZE10099.swf,14992,swf,Letters taking lo (... and gli in the plural),"s+consonant, gn, z, x, pn, ps 
<page break>s+consonant, gn, pn, ps, x, z 
<page break>s+consonant, gn, z, x, pn, ps, i/y + vowel 
<page break>s+consonant, gn, z, x, pn, ps, i/y+vowel 
",words/{word_uuid}/flashcard.png
1222,word,ZE10101.swf,2600,swf,Another group taking lo are masculine words beginning with i and y followed by a ...,vowel,words/{word_uuid}/flashcard.png
1275,word,ZE10104.jpg,20204,jpg,mirror,lo specchio,words/{word_uuid}/flashcard.jpg
1276,word,ZE10105.swf,978,swf,a - feminine nouns starting with a vowel,un‘,words/{word_uuid}/flashcard.png
1277,word,ZE10106.JPG,28885,jpg,an international passenger,un passeggero internazionale,words/{word_uuid}/flashcard.jpg
1278,word,ZE10107.jpg,23426,jpg,a suitcase,una valigia,words/{word_uuid}/flashcard.jpg
2091,word,ZE10176.jpg,14140,jpg,"You (formal, plural) (you all)",Voi,words/{word_uuid}/flashcard.jpg
2092,word,ZE10177.swf,811,swf,not,non,words/{word_uuid}/flashcard.png
2093,word,ZE10178.jpg,20329,jpg,nothing (nu...),nulla,words/{word_uuid}/flashcard.jpg
3428,word,ZE10108.jpg,24420,jpg,to give,dare,words/{word_uuid}/flashcard.jpg
3429,word,ZE10109.jpg,17929,jpg,to want,volere,words/{word_uuid}/flashcard.jpg
3493,word,ZE10111.jpg,13744,jpg,glass of wine,il bicchiere di vino,words/{word_uuid}/flashcard.jpg
5284,word,ze10000.JPG,18196,jpg,there are,ci sono,words/{word_uuid}/flashcard.jpg
5287,word,ZE10020.swf,1272,swf,the (masculine & feminine singular before vowels),l‘,words/{word_uuid}/flashcard.png
5290,word,ZE10040.swf,748,swf,"the (feminine, plural)",le,words/{word_uuid}/flashcard.png
5291,word,"clean,adj.jpg",26016,jpg,clean (pu...),pulito,words/{word_uuid}/flashcard.jpg
5292,word,ze10003.jpg,19836,jpg,to visit (a person),andare a trovare,words/{word_uuid}/flashcard.jpg
5296,word,ze10007.jpg,13260,jpg,"Allow me to introduce Alessandro (informal, singular) (informal, plural)","Ti presento Alessandro.  
(Vi presento Alessandro.) 
<page break>Vi presento Alessandro. 
<page break>Ti presento Alessandro.",words/{word_uuid}/flashcard.jpg
5297,word,ze10008.jpg,9058,jpg,"and you? (informal, singular)",e tu?,words/{word_uuid}/flashcard.jpg
5298,word,ZE10050.jpg,25963,jpg,welcome!,benvenuto!,words/{word_uuid}/flashcard.jpg
5301,word,ze10011.jpg,16989,jpg,good afternoon!,buon pomeriggio!,words/{word_uuid}/flashcard.jpg
5302,word,ZE10070.JPG,25062,jpg,reservation,la prenotazione,words/{word_uuid}/flashcard.jpg
5303,word,ze10080.jpg,20648,jpg,"hotel porter, goal-keeper",il portiere,words/{word_uuid}/flashcard.jpg
5306,word,ze10110.jpg,21545,jpg,information,l‘ informazione (f),words/{word_uuid}/flashcard.jpg
5307,word,ZE10041.swf,630,swf,"the (masculine, plural before most consonants)",i,words/{word_uuid}/flashcard.png
5311,word,ZE10140.jpg,20021,jpg,I would like (v...),vorrei,words/{word_uuid}/flashcard.jpg
5312,word,ZE10150.jpg,11245,jpg,"the (masculine, singular)",il,words/{word_uuid}/flashcard.jpg
5313,word,ZE10151.jpg,11341,jpg,"the (feminine, singular)",la,words/{word_uuid}/flashcard.jpg
5314,word,ZE10152.swf,2109,swf,"a (masculine, singular)",un,words/{word_uuid}/flashcard.png
5315,word,ZE10153.swf,2360,swf,"a (feminine, singular)",una,words/{word_uuid}/flashcard.png
5316,word,ZE10154.swf,225,swf,is,è,words/{word_uuid}/flashcard.png
5317,word,ZE10155.swf,1077,swf,mine (single masculine item),il mio,words/{word_uuid}/flashcard.png
5318,word,ZE10156.swf,1165,swf,yours (Lei - single masculine item),il suo,words/{word_uuid}/flashcard.png
5319,word,ZE10160.jpg,24531,jpg,(I) need,ho bisogno,words/{word_uuid}/flashcard.jpg
5320,word,ZE10170.jpg,17297,jpg,I have,"io ho 
<page break>ho",words/{word_uuid}/flashcard.jpg
5321,word,ZE10180.jpg,12636,jpg,(I) must,"devo 
<page break>io devo",words/{word_uuid}/flashcard.jpg
5322,word,ZE10190.jpg,8752,jpg,(you) need (inf.sing),hai bisogno,words/{word_uuid}/flashcard.jpg
5323,word,ZE10200.jpg,9891,jpg,(you) must (inf.sing),devi,words/{word_uuid}/flashcard.jpg
5338,word,ZE10014.jpg,79435,jpg,Nuclear Words,Multipliers to build sentences...,words/{word_uuid}/flashcard.jpg
5339,word,ze10015.jpg,14575,jpg,"Excuse me, (I) am in a rush!
<page break> Excuse me, I`m in a rush!","Scusi, ho fretta!",words/{word_uuid}/flashcard.jpg
5342,word,ZE10016.jpg,14643,jpg,international,internazionale,words/{word_uuid}/flashcard.jpg
5353,word,ZE10017.JPG,23225,jpg,taxi,il taxi,words/{word_uuid}/flashcard.jpg
5355,word,ze10410.jpg,7450,jpg,"you (informal, singular)",tu,words/{word_uuid}/flashcard.jpg
5426,word,ZE10081.JPG,25482,jpg,to register,registrare,words/{word_uuid}/flashcard.jpg
5430,word,ZE10084.jpg,15097,jpg,"elevator, lift",l‘ ascensore (m),words/{word_uuid}/flashcard.jpg
5439,word,ZE10100.swf,1049,swf,yours (tu - single masculine item),il tuo,words/{word_uuid}/flashcard.png
5440,word,ZE10158.swf,1865,swf,mine (single feminine item),la mia,words/{word_uuid}/flashcard.png
5442,word,ze10930.jpg,20510,jpg,how long? (time),quanto tempo?,words/{word_uuid}/flashcard.jpg
5443,word,ze10940.jpg,12911,jpg,Whose is that?,Di chi è quello?,words/{word_uuid}/flashcard.jpg
5445,word,ZE10012.swf,1161,swf,More on `the` ... Seven forms of `the` ...,"Four singular forms of ‘the‘ ... il, la, l‘, lo",words/{word_uuid}/flashcard.png
5446,word,ZE10013.swf,1132,swf,Plurals of `the`,"i, gli, le 
<page break>i, le, gli 
<page break>gli, i, le 
<page break>gli, le, i 
<page break>le, i, gli 
<page break>le, gli, i",words/{word_uuid}/flashcard.png
5447,word,ZE10021.JPG,33376,jpg,tourist (m/f),"il turista (la turista) 
<Page Break>la turista",words/{word_uuid}/flashcard.jpg
5450,word,ZE10022.jpg,18583,jpg,Who is (he / she / it)?,Chi è?,words/{word_uuid}/flashcard.jpg
5451,word,ze10023.jpg,22180,jpg,Who is next?,A chi tocca?,words/{word_uuid}/flashcard.jpg
5452,word,ZE10024.JPG,25732,jpg,which?,quale?,words/{word_uuid}/flashcard.jpg
5582,word,ze10018.jpg,21018,jpg,"you (informal, plural)",voi,words/{word_uuid}/flashcard.jpg
5583,word,ze10025.jpg,20730,jpg,"here, there (referring to location)",ci,words/{word_uuid}/flashcard.jpg
5584,word,ze10026.jpg,20048,jpg,to inform,informare,words/{word_uuid}/flashcard.jpg
5585,word,ZE10201.jpg,8880,jpg,(you) have (inf.sing),hai,words/{word_uuid}/flashcard.jpg
5588,word,ZE10161.jpg,18778,jpg,have (you)? (inf.sing),hai?,words/{word_uuid}/flashcard.jpg
5609,word,ZE10202.JPG,16516,jpg,"I would like, it would please me",mi piacerebbe,words/{word_uuid}/flashcard.jpg
5716,word,ZE13310.JPG,30537,jpg,it was (perfect past) (e ... ),è stato,words/{word_uuid}/flashcard.jpg
5732,word,ze10162.jpg,46618,jpg,Can (I) have?,Posso avere?,words/{word_uuid}/flashcard.jpg
5733,word,ZE13440.jpg,14829,jpg,Can you? (formal),Può?,words/{word_uuid}/flashcard.jpg
5734,word,ZE13450.jpg,14829,jpg,Can you? (informal),Puoi?,words/{word_uuid}/flashcard.jpg
5735,word,ze13460.jpg,28456,jpg,Can you give me? (formal),Può darmi?,words/{word_uuid}/flashcard.jpg
5736,word,ze13470.jpg,9709,jpg,Can you tell me? (formal),Può dirmi?,words/{word_uuid}/flashcard.jpg
5737,word,ZE13480.jpg,15579,jpg,Can you show me?,Può mostrarmi?,words/{word_uuid}/flashcard.jpg
5738,word,ze10031.jpg,15357,jpg,I don`t know,non so,words/{word_uuid}/flashcard.jpg
5739,word,ze10032.jpg,20158,jpg,I don`t understand,"non capisco 
<page break>Non capisco",words/{word_uuid}/flashcard.jpg
5740,word,ze10033.jpg,11265,jpg,it`s alright,va bene,words/{word_uuid}/flashcard.jpg
5741,word,ze10034.jpg,31919,jpg,"it doesn`t matter, not important",non importa,words/{word_uuid}/flashcard.jpg
5742,word,ze10035.jpg,11076,jpg,is it possible?,è possibile?,words/{word_uuid}/flashcard.jpg
5743,word,ze10036.jpg,12614,jpg,Excuse me!,Scusi!,words/{word_uuid}/flashcard.jpg
5744,word,ZE10163.jpg,18778,jpg,have (you)? (form.sing),ha?,words/{word_uuid}/flashcard.jpg
5745,word,ze10203.JPG,29570,jpg,here is,ecco,words/{word_uuid}/flashcard.jpg
5746,word,ZE13312.JPG,22401,jpg,it was (imperfect),era,words/{word_uuid}/flashcard.jpg
5747,word,ze10037.jpg,40719,jpg,where is?,dov‘è?,words/{word_uuid}/flashcard.jpg
5748,word,ze10038.jpg,16606,jpg,where are? (where are they?),dove sono?,words/{word_uuid}/flashcard.jpg
6140,word,ze10159.JPG,16229,jpg,(it) is,è,words/{word_uuid}/flashcard.jpg
6325,word,ZE10039.JPG,26108,jpg,there was,c‘era,words/{word_uuid}/flashcard.jpg
6334,word,ZE10043.jpg,11185,jpg,How are you? (formal),Come sta?,words/{word_uuid}/flashcard.jpg
6385,word,ze10045.swf,5183,swf,These pronouns are used to conjugate all verbs...,... so they are very important!,words/{word_uuid}/flashcard.png
